Id	Part2B	Part2T	Part1	Scope	Language_Type	Ref_Name	Comment
kau	kau	kau	kr	M	L	Kanuri	
kav				I	L	Katukína	
kaw	kaw	kaw		I	A	Kawi	
kax				I	L	Kao	
kay				I	L	Kamayurá	
kaz	kaz	kaz	kk	I	L	Kazakh	
kba				I	E	Kalarko	
kbb				I	E	Kaxuiâna	
kbc				I	L	Kadiwéu	
kbd	kbd	kbd		I	L	Kabardian	
kbe				I	L	Kanju	
kbg				I	L	Khamba	
kbh				I	L	Camsá	
kbi				I	L	Kaptiau	
kbj				I	L	Kari	
kbk				I	L	Grass Koiari	
kbl				I	L	Kanembu	
kbm				I	L	Iwal	
kbn				I	L	Kare (Central African Republic)	
kbo				I	L	Keliko	
kbp				I	L	Kabiyè	
kbq				I	L	Kamano	
kbr				I	L	Kafa	
kbs				I	L	Kande	
kbt				I	L	Abadi	
kbu				I	L	Kabutra	
kbv				I	L	Dera (Indonesia)	
kbw				I	L	Kaiep	
kbx				I	L	Ap Ma	
kby				I	L	Manga Kanuri	
kbz				I	L	Duhwa	
kca				I	L	Khanty	
kcb				I	L	Kawacha	
kcc				I	L	Lubila	
kcd				I	L	Ngkâlmpw Kanum	
kce				I	L	Kaivi	
kcf				I	L	Ukaan	
kcg				I	L	Tyap	
kch				I	L	Vono	
kci				I	L	Kamantan	
kcj				I	L	Kobiana	
kck				I	L	Kalanga	
kcl				I	L	Kela (Papua New Guinea)	
kcm				I	L	Gula (Central African Republic)	
kcn				I	L	Nubi	
kco				I	L	Kinalakna	
kcp				I	L	Kanga	
kcq				I	L	Kamo	
kcr				I	L	Katla	
kcs				I	L	Koenoem	
kct				I	L	Kaian	
kcu				I	L	Kami (Tanzania)	
kcv				I	L	Kete	
kcw				I	L	Kabwari	
kcx				I	L	Kachama-Ganjule	
kcy				I	L	Korandje	
kcz				I	L	Konongo	
kda				I	E	Worimi	
kdc				I	L	Kutu	
kdd				I	L	Yankunytjatjara	
kde				I	L	Makonde	
kdf				I	L	Mamusi	
kdg				I	L	Seba	
kdh				I	L	Tem	
kdi				I	L	Kumam	
kdj				I	L	Karamojong	
kdk				I	L	Numèè	
kdl				I	L	Tsikimba	
kdm				I	L	Kagoma	
kdn				I	L	Kunda	
kdp				I	L	Kaningdon-Nindem	
kdq				I	L	Koch	
kdr				I	L	Karaim	
kdt				I	L	Kuy	
kdu				I	L	Kadaru	
kdw				I	L	Koneraw	
kdx				I	L	Kam	
kdy				I	L	Keder	
kdz				I	L	Kwaja	
kea				I	L	Kabuverdianu	
keb				I	L	Kélé	
kec				I	L	Keiga	
ked				I	L	Kerewe	
kee				I	L	Eastern Keres	
kef				I	L	Kpessi	
keg				I	L	Tese	
keh				I	L	Keak	
kei				I	L	Kei	
kej				I	L	Kadar	
kek				I	L	Kekchí	
kel				I	L	Kela (Democratic Republic of Congo)	
kem				I	L	Kemak	
ken				I	L	Kenyang	
keo				I	L	Kakwa	
kep				I	L	Kaikadi	
keq				I	L	Kamar	
ker				I	L	Kera	
kes				I	L	Kugbo	
ket				I	L	Ket	
keu				I	L	Akebu	
kev				I	L	Kanikkaran	
kew				I	L	West Kewa	
kex				I	L	Kukna	
key				I	L	Kupia	
kez				I	L	Kukele	
kfa				I	L	Kodava	
kfb				I	L	Northwestern Kolami	
kfc				I	L	Konda-Dora	
kfd				I	L	Korra Koraga	
kfe				I	L	Kota (India)	
kff				I	L	Koya	
kfg				I	L	Kudiya	
kfh				I	L	Kurichiya	
kfi				I	L	Kannada Kurumba	
kfj				I	L	Kemiehua	
kfk				I	L	Kinnauri	
kfl				I	L	Kung	
kfm				I	L	Khunsari	
kfn				I	L	Kuk	
kfo				I	L	Koro (Côte d'Ivoire)	
kfp				I	L	Korwa	
kfq				I	L	Korku	
kfr				I	L	Kachhi	
kfs				I	L	Bilaspuri	
kft				I	L	Kanjari	
kfu				I	L	Katkari	
kfv				I	L	Kurmukar	
kfw				I	L	Kharam Naga	
kfx				I	L	Kullu Pahari	
kfy				I	L	Kumaoni	
kfz				I	L	Koromfé	
kga				I	L	Koyaga	
kgb				I	L	Kawe	
kge				I	L	Komering	
kgf				I	L	Kube	
kgg				I	L	Kusunda	
kgi				I	L	Selangor Sign Language	
kgj				I	L	Gamale Kham	
kgk				I	L	Kaiwá	
kgl				I	E	Kunggari	
kgm				I	E	Karipúna	
kgn				I	L	Karingani	
kgo				I	L	Krongo	
kgp				I	L	Kaingang	
kgq				I	L	Kamoro	
kgr				I	L	Abun	
kgs				I	L	Kumbainggar	
kgt				I	L	Somyev	
kgu				I	L	Kobol	
kgv				I	L	Karas	
kgw				I	L	Karon Dori	
kgx				I	L	Kamaru	
kgy				I	L	Kyerung	
kha	kha	kha		I	L	Khasi	
khb				I	L	Lü	
khc				I	L	Tukang Besi North	
khd				I	L	Bädi Kanum	
khe				I	L	Korowai	
khf				I	L	Khuen	
khg				I	L	Khams Tibetan	
khh				I	L	Kehu	
khj				I	L	Kuturmi	
khk				I	L	Halh Mongolian	
khl				I	L	Lusi	
khm	khm	khm	km	I	L	Khmer	
khn				I	L	Khandesi	
kho	kho	kho		I	A	Khotanese	
khp				I	L	Kapori	
khq				I	L	Koyra Chiini Songhay	
khr				I	L	Kharia	
khs				I	L	Kasua	
kht				I	L	Khamti	
khu				I	L	Nkhumbi	
khv				I	L	Khvarshi	
khw				I	L	Khowar	
khx				I	L	Kanu	
khy				I	L	Kele (Democratic Republic of Congo)	
khz				I	L	Keapara	
kia				I	L	Kim	
kib				I	L	Koalib	
kic				I	L	Kickapoo	
kid				I	L	Koshin	
kie				I	L	Kibet	
kif				I	L	Eastern Parbate Kham	
kig				I	L	Kimaama	
kih				I	L	Kilmeri	
kii				I	E	Kitsai	
kij				I	L	Kilivila	
kik	kik	kik	ki	I	L	Kikuyu	
kil				I	L	Kariya	
kim				I	L	Karagas	
kin	kin	kin	rw	I	L	Kinyarwanda	
kio				I	L	Kiowa	
kip				I	L	Sheshi Kham	
kiq				I	L	Kosadle	
kir	kir	kir	ky	I	L	Kirghiz	
kis				I	L	Kis	
kit				I	L	Agob	
kiu				I	L	Kirmanjki (individual language)	
kiv				I	L	Kimbu	
kiw				I	L	Northeast Kiwai	
kix				I	L	Khiamniungan Naga	
kiy				I	L	Kirikiri	
kiz				I	L	Kisi	
kja				I	L	Mlap	
kjb				I	L	Q'anjob'al	
kjc				I	L	Coastal Konjo	
kjd				I	L	Southern Kiwai	
kje				I	L	Kisar	
kjg				I	L	Khmu	
kjh				I	L	Khakas	
kji				I	L	Zabana	
kjj				I	L	Khinalugh	
kjk				I	L	Highland Konjo	
kjl				I	L	Western Parbate Kham	
kjm				I	L	Kháng	
kjn				I	L	Kunjen	
kjo				I	L	Harijan Kinnauri	
kjp				I	L	Pwo Eastern Karen	
kjq				I	L	Western Keres	
kjr				I	L	Kurudu	
kjs				I	L	East Kewa	
kjt				I	L	Phrae Pwo Karen	
kju				I	L	Kashaya	
kjv				I	H	Kaikavian Literary Language	
kjx				I	L	Ramopa	
kjy				I	L	Erave	
kjz				I	L	Bumthangkha	
kka				I	L	Kakanda	
kkb				I	L	Kwerisa	
kkc				I	L	Odoodee	
kkd				I	L	Kinuku	
kke				I	L	Kakabe	
kkf				I	L	Kalaktang Monpa	
kkg				I	L	Mabaka Valley Kalinga	
kkh				I	L	Khün	
kki				I	L	Kagulu	
kkj				I	L	Kako	
kkk				I	L	Kokota	
kkl				I	L	Kosarek Yale	
kkm				I	L	Kiong	
kkn				I	L	Kon Keu	
kko				I	L	Karko	
kkp				I	L	Gugubera	
kkq				I	L	Kaeku	
kkr				I	L	Kir-Balar	
kks				I	L	Giiwo	
kkt				I	L	Koi	
kku				I	L	Tumi	
kkv				I	L	Kangean	
kkw				I	L	Teke-Kukuya	
kkx				I	L	Kohin	
kky				I	L	Guugu Yimidhirr	
kkz				I	L	Kaska	
kla				I	E	Klamath-Modoc	
klb				I	L	Kiliwa	
klc				I	L	Kolbila	
kld				I	L	Gamilaraay	
kle				I	L	Kulung (Nepal)	
klf				I	L	Kendeje	
klg				I	L	Tagakaulo	
klh				I	L	Weliki	
kli				I	L	Kalumpang	
klj				I	L	Khalaj	
klk				I	L	Kono (Nigeria)	
kll				I	L	Kagan Kalagan	
klm				I	L	Migum	
kln				M	L	Kalenjin	
klo				I	L	Kapya	
klp				I	L	Kamasa	
klq				I	L	Rumu	
klr				I	L	Khaling	
kls				I	L	Kalasha	
klt				I	L	Nukna	
klu				I	L	Klao	
klv				I	L	Maskelynes	
klw				I	L	Tado	
klx				I	L	Koluwawa	
kly				I	L	Kalao	
klz				I	L	Kabola	
kma				I	L	Konni	
kmb	kmb	kmb		I	L	Kimbundu	
kmc				I	L	Southern Dong	
kmd				I	L	Majukayang Kalinga	
kme				I	L	Bakole	
kmf				I	L	Kare (Papua New Guinea)	
kmg				I	L	Kâte	
kmh				I	L	Kalam	
kmi				I	L	Kami (Nigeria)	
kmj				I	L	Kumarbhag Paharia	
kmk				I	L	Limos Kalinga	
kml				I	L	Tanudan Kalinga	
kmm				I	L	Kom (India)	
kmn				I	L	Awtuw	
kmo				I	L	Kwoma	
kmp				I	L	Gimme	
kmq				I	L	Kwama	
kmr				I	L	Northern Kurdish	
kms				I	L	Kamasau	
kmt				I	L	Kemtuik	
kmu				I	L	Kanite	
kmv				I	L	Karipúna Creole French	
kmw				I	L	Komo (Democratic Republic of Congo)	
kmx				I	L	Waboda	
kmy				I	L	Koma	
kmz				I	L	Khorasani Turkish	
kna				I	L	Dera (Nigeria)	
knb				I	L	Lubuagan Kalinga	
knc				I	L	Central Kanuri	
knd				I	L	Konda	
kne				I	L	Kankanaey	
knf				I	L	Mankanya	
kng				I	L	Koongo	
kni				I	L	Kanufi	
knj				I	L	Western Kanjobal	
knk				I	L	Kuranko	
knl				I	L	Keninjal	
knm				I	L	Kanamarí	
knn				I	L	Konkani (individual language)	
kno				I	L	Kono (Sierra Leone)	
knp				I	L	Kwanja	
knq				I	L	Kintaq	
knr				I	L	Kaningra	
kns				I	L	Kensiu	
knt				I	L	Panoan Katukína	
knu				I	L	Kono (Guinea)	
knv				I	L	Tabo	
knw				I	L	Kung-Ekoka	
knx				I	L	Kendayan	
kny				I	L	Kanyok	
knz				I	L	Kalamsé	
koa				I	L	Konomala	
koc				I	E	Kpati	
kod				I	L	Kodi	
koe				I	L	Kacipo-Balesi	
kof				I	E	Kubi	
kog				I	L	Cogui	
koh				I	L	Koyo	
koi				I	L	Komi-Permyak	
kok	kok	kok		M	L	Konkani (macrolanguage)	
kol				I	L	Kol (Papua New Guinea)	
kom	kom	kom	kv	M	L	Komi	
kon	kon	kon	kg	M	L	Kongo	
koo				I	L	Konzo	
kop				I	L	Waube	
koq				I	L	Kota (Gabon)	
kor	kor	kor	ko	I	L	Korean	
kos	kos	kos		I	L	Kosraean	
kot				I	L	Lagwan	
kou				I	L	Koke	
kov				I	L	Kudu-Camo	
kow				I	L	Kugama	
koy				I	L	Koyukon	
koz				I	L	Korak	
kpa				I	L	Kutto	
kpb				I	L	Mullu Kurumba	
kpc				I	L	Curripaco	
kpd				I	L	Koba	
kpe	kpe	kpe		M	L	Kpelle	
kpf				I	L	Komba	
kpg				I	L	Kapingamarangi	
kph				I	L	Kplang	
kpi				I	L	Kofei	
kpj				I	L	Karajá	
kpk				I	L	Kpan	
kpl				I	L	Kpala	
kpm				I	L	Koho	
kpn				I	E	Kepkiriwát	
kpo				I	L	Ikposo	
kpq				I	L	Korupun-Sela	
kpr				I	L	Korafe-Yegha	
kps				I	L	Tehit	
kpt				I	L	Karata	
kpu				I	L	Kafoa	
kpv				I	L	Komi-Zyrian	
kpw				I	L	Kobon	
kpx				I	L	Mountain Koiali	
kpy				I	L	Koryak	
kpz				I	L	Kupsabiny	
kqa				I	L	Mum	
kqb				I	L	Kovai	
kqc				I	L	Doromu-Koki	
kqd				I	L	Koy Sanjaq Surat	
kqe				I	L	Kalagan	
kqf				I	L	Kakabai	
kqg				I	L	Khe	
kqh				I	L	Kisankasa	
kqi				I	L	Koitabu	
kqj				I	L	Koromira	
kqk				I	L	Kotafon Gbe	
kql				I	L	Kyenele	
kqm				I	L	Khisa	
kqn				I	L	Kaonde	
kqo				I	L	Eastern Krahn	
kqp				I	L	Kimré	
kqq				I	L	Krenak	
kqr				I	L	Kimaragang	
kqs				I	L	Northern Kissi	
kqt				I	L	Klias River Kadazan	
kqu				I	E	Seroa	
kqv				I	L	Okolod	
kqw				I	L	Kandas	
kqx				I	L	Mser	
kqy				I	L	Koorete	
kqz				I	E	Korana	
kra				I	L	Kumhali	
krb				I	E	Karkin	
krc	krc	krc		I	L	Karachay-Balkar	
krd				I	L	Kairui-Midiki	
kre				I	L	Panará	
krf				I	L	Koro (Vanuatu)	
krh				I	L	Kurama	
kri				I	L	Krio	
krj				I	L	Kinaray-A	
krk				I	E	Kerek	
krl	krl	krl		I	L	Karelian	
krn				I	L	Sapo	
krp				I	L	Korop	
krr				I	L	Krung	
krs				I	L	Gbaya (Sudan)	
krt				I	L	Tumari Kanuri	
kru	kru	kru		I	L	Kurukh	
krv				I	L	Kavet	
krw				I	L	Western Krahn	
krx				I	L	Karon	
kry				I	L	Kryts	
krz				I	L	Sota Kanum	
ksa				I	L	Shuwa-Zamani	
ksb				I	L	Shambala	
ksc				I	L	Southern Kalinga	
ksd				I	L	Kuanua	
kse				I	L	Kuni	
ksf				I	L	Bafia	
ksg				I	L	Kusaghe	
ksh				I	L	Kölsch	
ksi				I	L	Krisa	
ksj				I	L	Uare	
ksk				I	L	Kansa	
ksl				I	L	Kumalu	
ksm				I	L	Kumba	
ksn				I	L	Kasiguranin	
kso				I	L	Kofa	
ksp				I	L	Kaba	
ksq				I	L	Kwaami	
ksr				I	L	Borong	
kss				I	L	Southern Kisi	
kst				I	L	Winyé	
ksu				I	L	Khamyang	
ksv				I	L	Kusu	
ksw				I	L	S'gaw Karen	
ksx				I	L	Kedang	
ksy				I	L	Kharia Thar	
ksz				I	L	Kodaku	
kta				I	L	Katua	
ktb				I	L	Kambaata	
ktc				I	L	Kholok	
ktd				I	L	Kokata	
kte				I	L	Nubri	
ktf				I	L	Kwami	
ktg				I	E	Kalkutung	
kth				I	L	Karanga	
kti				I	L	North Muyu	
ktj				I	L	Plapo Krumen	
ktk				I	E	Kaniet	
ktl				I	L	Koroshi	
ktm				I	L	Kurti	
ktn				I	L	Karitiâna	
kto				I	L	Kuot	
ktp				I	L	Kaduo	
ktq				I	E	Katabaga	
kts				I	L	South Muyu	
ktt				I	L	Ketum	
ktu				I	L	Kituba (Democratic Republic of Congo)	
ktv				I	L	Eastern Katu	
ktw				I	E	Kato	
ktx				I	L	Kaxararí	
kty				I	L	Kango (Bas-Uélé District)	
ktz				I	L	Juǀʼhoan	
kua	kua	kua	kj	I	L	Kuanyama	
kub				I	L	Kutep	
kuc				I	L	Kwinsu	
kud				I	L	'Auhelawa	
kue				I	L	Kuman (Papua New Guinea)	
kuf				I	L	Western Katu	
kug				I	L	Kupa	
kuh				I	L	Kushi	
kui				I	L	Kuikúro-Kalapálo	
kuj				I	L	Kuria	
kuk				I	L	Kepo'	
kul				I	L	Kulere	
kum	kum	kum		I	L	Kumyk	
kun				I	L	Kunama	
kuo				I	L	Kumukio	
kup				I	L	Kunimaipa	
kuq				I	L	Karipuna	
kur	kur	kur	ku	M	L	Kurdish	
kus				I	L	Kusaal	
kut	kut	kut		I	L	Kutenai	
kuu				I	L	Upper Kuskokwim	
kuv				I	L	Kur	
kuw				I	L	Kpagua	
kux				I	L	Kukatja	
kuy				I	L	Kuuku-Ya'u	
kuz				I	E	Kunza	
kva				I	L	Bagvalal	
kvb				I	L	Kubu	
kvc				I	L	Kove	
kvd				I	L	Kui (Indonesia)	
kve				I	L	Kalabakan	
kvf				I	L	Kabalai	
kvg				I	L	Kuni-Boazi	
kvh				I	L	Komodo	
kvi				I	L	Kwang	
kvj				I	L	Psikye	
kvk				I	L	Korean Sign Language	
kvl				I	L	Kayaw	
kvm				I	L	Kendem	
kvn				I	L	Border Kuna	
kvo				I	L	Dobel	
kvp				I	L	Kompane	
kvq				I	L	Geba Karen	
kvr				I	L	Kerinci	
kvt				I	L	Lahta Karen	
kvu				I	L	Yinbaw Karen	
kvv				I	L	Kola	
kvw				I	L	Wersing	
kvx				I	L	Parkari Koli	
kvy				I	L	Yintale Karen	
kvz				I	L	Tsakwambo	
kwa				I	L	Dâw	
kwb				I	L	Kwa	
kwc				I	L	Likwala	
kwd				I	L	Kwaio	
kwe				I	L	Kwerba	
kwf				I	L	Kwara'ae	
kwg				I	L	Sara Kaba Deme	
kwh				I	L	Kowiai	
kwi				I	L	Awa-Cuaiquer	
kwj				I	L	Kwanga	
kwk				I	L	Kwakiutl	
kwl				I	L	Kofyar	
kwm				I	L	Kwambi	
kwn				I	L	Kwangali	
kwo				I	L	Kwomtari	
kwp				I	L	Kodia	
kwr				I	L	Kwer	
kws				I	L	Kwese	
kwt				I	L	Kwesten	
kwu				I	L	Kwakum	
kwv				I	L	Sara Kaba Náà	
kww				I	L	Kwinti	
kwx				I	L	Khirwar	
kwy				I	L	San Salvador Kongo	
kwz				I	E	Kwadi	
kxa				I	L	Kairiru	
kxb				I	L	Krobu	
kxc				I	L	Konso	
kxd				I	L	Brunei	
kxf				I	L	Manumanaw Karen	
kxh				I	L	Karo (Ethiopia)	
kxi				I	L	Keningau Murut	
kxj				I	L	Kulfa	
kxk				I	L	Zayein Karen	
kxm				I	L	Northern Khmer	
kxn				I	L	Kanowit-Tanjong Melanau	
kxo				I	E	Kanoé	
kxp				I	L	Wadiyara Koli	
kxq				I	L	Smärky Kanum	
kxr				I	L	Koro (Papua New Guinea)	
kxs				I	L	Kangjia	
kxt				I	L	Koiwat	
kxv				I	L	Kuvi	
kxw				I	L	Konai	
kxx				I	L	Likuba	
kxy				I	L	Kayong	
kxz				I	L	Kerewo	
kya				I	L	Kwaya	
kyb				I	L	Butbut Kalinga	
kyc				I	L	Kyaka	
kyd				I	L	Karey	
kye				I	L	Krache	
kyf				I	L	Kouya	
kyg				I	L	Keyagana	
kyh				I	L	Karok	
kyi				I	L	Kiput	
kyj				I	L	Karao	
kyk				I	L	Kamayo	
kyl				I	L	Kalapuya	
kym				I	L	Kpatili	
kyn				I	L	Northern Binukidnon	
kyo				I	L	Kelon	
kyp				I	L	Kang	
kyq				I	L	Kenga	
kyr				I	L	Kuruáya	
kys				I	L	Baram Kayan	
kyt				I	L	Kayagar	
kyu				I	L	Western Kayah	
kyv				I	L	Kayort	
kyw				I	L	Kudmali	
kyx				I	L	Rapoisi	
kyy				I	L	Kambaira	
kyz				I	L	Kayabí	
kza				I	L	Western Karaboro	
kzb				I	L	Kaibobo	
kzc				I	L	Bondoukou Kulango	
kzd				I	L	Kadai	
kze				I	L	Kosena	
kzf				I	L	Da'a Kaili	
kzg				I	L	Kikai	
kzi				I	L	Kelabit	
kzk				I	E	Kazukuru	
kzl				I	L	Kayeli	
kzm				I	L	Kais	
kzn				I	L	Kokola	
kzo				I	L	Kaningi	
kzp				I	L	Kaidipang	
kzq				I	L	Kaike	
kzr				I	L	Karang	
kzs				I	L	Sugut Dusun	
kzu				I	L	Kayupulau	
kzv				I	L	Komyandaret	
kzw				I	E	Karirí-Xocó	
kzx				I	E	Kamarian	
kzy				I	L	Kango (Tshopo District)	
kzz				I	L	Kalabra	
laa				I	L	Southern Subanen	
lab				I	A	Linear A	
lac				I	L	Lacandon	
lad	lad	lad		I	L	Ladino	
lae				I	L	Pattani	
laf				I	L	Lafofa	
lag				I	L	Langi	
lah	lah	lah		M	L	Lahnda	
lai				I	L	Lambya	
laj				I	L	Lango (Uganda)	
lak				I	L	Laka (Nigeria)	
lal				I	L	Lalia	
lam	lam	lam		I	L	Lamba	
lan				I	L	Laru	
lao	lao	lao	lo	I	L	Lao	
lap				I	L	Laka (Chad)	
laq				I	L	Qabiao	
lar				I	L	Larteh	
las				I	L	Lama (Togo)	
lat	lat	lat	la	I	A	Latin	
lau				I	L	Laba	
lav	lav	lav	lv	M	L	Latvian	
law				I	L	Lauje	
lax				I	L	Tiwa	
lay				I	L	Lama Bai	
laz				I	E	Aribwatsa	
lbb				I	L	Label	
lbc				I	L	Lakkia	
lbe				I	L	Lak	
lbf				I	L	Tinani	
lbg				I	L	Laopang	
lbi				I	L	La'bi	
lbj				I	L	Ladakhi	
lbk				I	L	Central Bontok	
lbl				I	L	Libon Bikol	
lbm				I	L	Lodhi	
lbn				I	L	Rmeet	
lbo				I	L	Laven	
lbq				I	L	Wampar	
lbr				I	L	Lohorung	
lbs				I	L	Libyan Sign Language	
lbt				I	L	Lachi	
lbu				I	L	Labu	
lbv				I	L	Lavatbura-Lamusong	
lbw				I	L	Tolaki	
lbx				I	L	Lawangan	
lby				I	E	Lamalama	
lbz				I	L	Lardil	
lcc				I	L	Legenyem	
lcd				I	L	Lola	
lce				I	L	Loncong	
lcf				I	L	Lubu	
lch				I	L	Luchazi	
lcl				I	L	Lisela	
lcm				I	L	Tungag	
lcp				I	L	Western Lawa	
lcq				I	L	Luhu	
lcs				I	L	Lisabata-Nuniali	
lda				I	L	Kla-Dan	
ldb				I	L	Dũya	
ldd				I	L	Luri	
ldg				I	L	Lenyima	
ldh				I	L	Lamja-Dengsa-Tola	
ldi				I	L	Laari	
ldj				I	L	Lemoro	
ldk				I	L	Leelau	
ldl				I	L	Kaan	
ldm				I	L	Landoma	
ldn				I	C	Láadan	
ldo				I	L	Loo	
ldp				I	L	Tso	
ldq				I	L	Lufu	
lea				I	L	Lega-Shabunda	
leb				I	L	Lala-Bisa	
lec				I	L	Leco	
led				I	L	Lendu	
lee				I	L	Lyélé	
lef				I	L	Lelemi	
leh				I	L	Lenje	
lei				I	L	Lemio	
lej				I	L	Lengola	
lek				I	L	Leipon	
lel				I	L	Lele (Democratic Republic of Congo)	
lem				I	L	Nomaande	
len				I	E	Lenca	
leo				I	L	Leti (Cameroon)	
lep				I	L	Lepcha	
leq				I	L	Lembena	
ler				I	L	Lenkau	
les				I	L	Lese	
let				I	L	Lesing-Gelimi	
leu				I	L	Kara (Papua New Guinea)	
lev				I	L	Lamma	
lew				I	L	Ledo Kaili	
lex				I	L	Luang	
ley				I	L	Lemolang	
lez	lez	lez		I	L	Lezghian	
lfa				I	L	Lefa	
lfn				I	C	Lingua Franca Nova	
lga				I	L	Lungga	
lgb				I	L	Laghu	
lgg				I	L	Lugbara	
lgh				I	L	Laghuu	
lgi				I	L	Lengilu	
lgk				I	L	Lingarak	
lgl				I	L	Wala	
lgm				I	L	Lega-Mwenga	
lgn				I	L	T'apo	
lgq				I	L	Logba	
lgr				I	L	Lengo	
lgt				I	L	Pahi	
lgu				I	L	Longgu	
lgz				I	L	Ligenza	
lha				I	L	Laha (Viet Nam)	
lhh				I	L	Laha (Indonesia)	
lhi				I	L	Lahu Shi	
lhl				I	L	Lahul Lohar	
lhm				I	L	Lhomi	
lhn				I	L	Lahanan	
lhp				I	L	Lhokpu	
lhs				I	E	Mlahsö	
lht				I	L	Lo-Toga	
lhu				I	L	Lahu	
lia				I	L	West-Central Limba	
lib				I	L	Likum	
lic				I	L	Hlai	
lid				I	L	Nyindrou	
lie				I	L	Likila	
lif				I	L	Limbu	
lig				I	L	Ligbi	
lih				I	L	Lihir	
lij				I	L	Ligurian	
lik				I	L	Lika	
lil				I	L	Lillooet	
lim	lim	lim	li	I	L	Limburgan	
lin	lin	lin	ln	I	L	Lingala	
lio				I	L	Liki	
lip				I	L	Sekpele	
liq				I	L	Libido	
lir				I	L	Liberian English	
lis				I	L	Lisu	
lit	lit	lit	lt	I	L	Lithuanian	
liu				I	L	Logorik	
liv				I	L	Liv	
liw				I	L	Col	
lix				I	L	Liabuku	
liy				I	L	Banda-Bambari	
liz				I	L	Libinza	
lja				I	E	Golpa	
lje				I	L	Rampi	
lji				I	L	Laiyolo	
ljl				I	L	Li'o	
ljp				I	L	Lampung Api	
ljw				I	L	Yirandali	
ljx				I	E	Yuru	
lka				I	L	Lakalei	
lkb				I	L	Kabras	
lkc				I	L	Kucong	
lkd				I	L	Lakondê	
lke				I	L	Kenyi	
lkh				I	L	Lakha	
lki				I	L	Laki	
lkj				I	L	Remun	
lkl				I	L	Laeko-Libuat	
lkm				I	E	Kalaamaya	
lkn				I	L	Lakon	
lko				I	L	Khayo	
lkr				I	L	Päri	
lks				I	L	Kisa	
lkt				I	L	Lakota	
lku				I	E	Kungkari	
lky				I	L	Lokoya	
lla				I	L	Lala-Roba	
llb				I	L	Lolo	
llc				I	L	Lele (Guinea)	
lld				I	L	Ladin	
lle				I	L	Lele (Papua New Guinea)	
llf				I	E	Hermit	
llg				I	L	Lole	
llh				I	L	Lamu	
lli				I	L	Teke-Laali	
llj				I	E	Ladji Ladji	
llk				I	E	Lelak	
lll				I	L	Lilau	
llm				I	L	Lasalimu	
lln				I	L	Lele (Chad)	
llp				I	L	North Efate	
llq				I	L	Lolak	
lls				I	L	Lithuanian Sign Language	
llu				I	L	Lau	
llx				I	L	Lauan	
lma				I	L	East Limba	
lmb				I	L	Merei	
lmc				I	E	Limilngan	
lmd				I	L	Lumun	
lme				I	L	Pévé	
lmf				I	L	South Lembata	
lmg				I	L	Lamogai	
lmh				I	L	Lambichhong	
lmi				I	L	Lombi	
lmj				I	L	West Lembata	
lmk				I	L	Lamkang	
lml				I	L	Hano	
lmn				I	L	Lambadi	
lmo				I	L	Lombard	
lmp				I	L	Limbum	
lmq				I	L	Lamatuka	
lmr				I	L	Lamalera	
lmu				I	L	Lamenu	
lmv				I	L	Lomaiviti	
lmw				I	L	Lake Miwok	
lmx				I	L	Laimbue	
lmy				I	L	Lamboya	
lna				I	L	Langbashe	
lnb				I	L	Mbalanhu	
lnd				I	L	Lundayeh	
lng				I	A	Langobardic	
lnh				I	L	Lanoh	
lni				I	L	Daantanai'	
lnj				I	E	Leningitij	
lnl				I	L	South Central Banda	
lnm				I	L	Langam	
lnn				I	L	Lorediakarkar	
lno				I	L	Lango (South Sudan)	
lns				I	L	Lamnso'	
lnu				I	L	Longuda	
lnw				I	E	Lanima	
lnz				I	L	Lonzo	
loa				I	L	Loloda	
lob				I	L	Lobi	
loc				I	L	Inonhan	
loe				I	L	Saluan	
lof				I	L	Logol	
log				I	L	Logo	
loh				I	L	Narim	
loi				I	L	Loma (Côte d'Ivoire)	
loj				I	L	Lou	
lok				I	L	Loko	
lol	lol	lol		I	L	Mongo	
lom				I	L	Loma (Liberia)	
lon				I	L	Malawi Lomwe	
loo				I	L	Lombo	
lop				I	L	Lopa	
loq				I	L	Lobala	
lor				I	L	Téén	
los				I	L	Loniu	
lot				I	L	Otuho	
lou				I	L	Louisiana Creole	
lov				I	L	Lopi	
low				I	L	Tampias Lobu	
lox				I	L	Loun	
loy				I	L	Loke	
loz	loz	loz		I	L	Lozi	
lpa				I	L	Lelepa	
lpe				I	L	Lepki	
lpn				I	L	Long Phuri Naga	
lpo				I	L	Lipo	
lpx				I	L	Lopit	
lra				I	L	Rara Bakati'	
lrc				I	L	Northern Luri	
lre				I	E	Laurentian	
lrg				I	E	Laragia	
lri				I	L	Marachi	
lrk				I	L	Loarki	
lrl				I	L	Lari	
lrm				I	L	Marama	
lrn				I	L	Lorang	
lro				I	L	Laro	
lrr				I	L	Southern Yamphu	
lrt				I	L	Larantuka Malay	
lrv				I	L	Larevat	
lrz				I	L	Lemerig	
lsa				I	L	Lasgerdi	
lsd				I	L	Lishana Deni	
lse				I	L	Lusengo	
lsh				I	L	Lish	
lsi				I	L	Lashi	
lsl				I	L	Latvian Sign Language	
lsm				I	L	Saamia	
lsn				I	L	Tibetan Sign Language	
lso				I	L	Laos Sign Language	
lsp				I	L	Panamanian Sign Language	
lsr				I	L	Aruop	
lss				I	L	Lasi	
